,Product_Collection,Vertical_Segment,Processor_Number,Status,Launch_Year,Lithography(nm),Recommended_Customer_Price(USD),nb_of_Cores,nb_of_Threads,Processor_Base_Frequency(GHz),Cache(MB),TDP(W),Max_Memory_Bandwidth(GB/s),Instruction_Set(bit),Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Graphics_Base_Frequency(MHz)
621,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4720HQ,Launched,2015,22.0,378.0,4.0,8.0,2.6,6.0,47.0,25.6,64,1,1,400
622,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4712MQ,Launched,2014,22.0,378.0,4.0,8.0,2.3,6.0,37.0,25.6,64,1,1,400
623,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4712HQ,Launched,2014,22.0,378.0,4.0,8.0,2.3,6.0,37.0,25.6,64,1,1,400
624,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4710MQ,Launched,2014,22.0,378.0,4.0,8.0,2.5,6.0,47.0,25.6,64,1,1,400
625,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4710HQ,Launched,2014,22.0,378.0,4.0,8.0,2.5,6.0,47.0,25.6,64,1,1,400
626,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4702MQ,Launched,2013,22.0,378.0,4.0,8.0,2.2,6.0,37.0,25.6,64,1,1,400
627,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4702HQ,Launched,2013,22.0,380.12,4.0,8.0,2.2,6.0,37.0,25.6,64,1,1,400
628,4th Generation Intel® Core™ i7 Processors,Embedded,i7-4702EC,Launched,2014,22.0,459.0,4.0,8.0,2.0,8.0,27.0,25.6,64,1,1,0
629,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4700HQ,Launched,2013,22.0,378.0,4.0,8.0,2.4,6.0,47.0,25.6,64,1,1,400
630,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4700MQ,Launched,2013,22.0,378.0,4.0,8.0,2.4,6.0,47.0,25.6,64,1,1,400
631,4th Generation Intel® Core™ i7 Processors,Embedded,i7-4700EQ,Launched,2013,22.0,378.0,4.0,8.0,2.4,6.0,47.0,25.6,64,1,1,400
632,4th Generation Intel® Core™ i7 Processors,Embedded,i7-4700EC,Launched,2014,22.0,459.0,4.0,8.0,2.7,8.0,43.0,25.6,64,1,1,0
633,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4870HQ,Launched,2014,22.0,434.0,4.0,8.0,2.5,6.0,47.0,25.6,64,1,1,200
634,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4860HQ,Launched,2014,22.0,434.0,4.0,8.0,2.4,6.0,47.0,25.6,64,1,1,200
635,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4850HQ,Launched,2013,22.0,434.0,4.0,8.0,2.3,6.0,47.0,25.6,64,1,1,200
636,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4810MQ,Launched,2014,22.0,378.0,4.0,8.0,2.8,6.0,47.0,25.6,64,1,1,400
637,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4800MQ,Launched,2013,22.0,380.0,4.0,8.0,2.7,6.0,47.0,25.6,64,1,1,400
638,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4980HQ,Launched,2014,22.0,623.0,4.0,8.0,2.8,6.0,47.0,25.6,64,1,1,200
639,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4960HQ,Launched,2013,22.0,623.0,4.0,8.0,2.6,6.0,47.0,25.6,64,1,1,200
640,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4950HQ,Launched,2013,22.0,623.0,4.0,8.0,2.4,6.0,47.0,25.6,64,1,1,200
641,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4910MQ,Launched,2014,22.0,569.0,4.0,8.0,2.9,8.0,47.0,25.6,64,1,1,400
642,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4900MQ,Launched,2013,22.0,570.0,4.0,8.0,2.8,8.0,47.0,25.6,64,1,1,400
643,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4288U,Launched,2013,22.0,315.0,2.0,4.0,2.6,3.0,28.0,25.6,64,1,1,200
644,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4278U,Launched,2014,22.0,315.0,2.0,4.0,2.6,3.0,28.0,25.6,64,1,1,200
645,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4260U,Launched,2014,22.0,315.0,2.0,4.0,1.4,3.0,15.0,25.6,64,1,1,200
646,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4258U,Launched,2013,22.0,315.0,2.0,4.0,2.4,3.0,28.0,25.6,64,1,1,200
647,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4250U,Launched,2013,22.0,315.0,2.0,4.0,1.3,3.0,15.0,25.6,64,1,1,200
648,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4220Y,Launched,2014,22.0,281.0,2.0,4.0,1.6,3.0,11.5,25.6,64,1,1,200
649,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4210Y,Launched,2013,22.0,281.0,2.0,4.0,1.5,3.0,11.5,25.6,64,1,1,200
650,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4210U,Launched,2014,22.0,281.0,2.0,4.0,1.7,3.0,15.0,25.6,64,1,1,200
651,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4210M,Launched,2014,22.0,225.0,2.0,4.0,2.6,3.0,37.0,25.6,64,1,1,400
652,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4210H,Launched,2014,22.0,225.0,2.0,4.0,2.9,3.0,47.0,25.6,64,1,1,400
653,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4202Y,Launched,2013,22.0,281.0,2.0,4.0,1.6,3.0,11.5,25.6,64,1,1,200
654,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4200Y,Launched,2013,22.0,281.0,2.0,4.0,1.4,3.0,11.5,25.6,64,1,1,200
655,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4200U,Launched,2013,22.0,281.0,2.0,4.0,1.6,3.0,15.0,25.6,64,1,1,200
656,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4200M,Launched,2013,22.0,225.0,2.0,4.0,2.5,3.0,37.0,25.6,64,1,1,400
657,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4360U,Launched,2014,22.0,287.06,2.0,4.0,1.5,3.0,15.0,25.6,64,1,1,200
658,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4200H,Launched,2013,22.0,225.0,2.0,4.0,2.8,3.0,47.0,25.6,64,1,1,400
659,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4350U,Launched,2013,22.0,315.0,2.0,4.0,1.4,3.0,15.0,25.6,64,1,1,200
660,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4340M,Launched,2014,22.0,266.0,2.0,4.0,2.9,3.0,37.0,25.6,64,1,1,400
661,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4330M,Launched,2013,22.0,266.0,2.0,4.0,2.8,3.0,37.0,25.6,64,1,1,400
662,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4310U,Launched,2014,22.0,281.0,2.0,4.0,2.0,3.0,15.0,25.6,64,1,1,200
663,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4310M,Launched,2014,22.0,247.27,2.0,4.0,2.7,3.0,37.0,25.6,64,1,1,400
664,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4308U,Launched,2014,22.0,315.0,2.0,4.0,2.8,3.0,28.0,25.6,64,1,1,200
665,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4302Y,Launched,2013,22.0,281.0,2.0,4.0,1.6,3.0,11.5,25.6,64,1,1,200
666,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4300Y,Launched,2013,22.0,281.0,2.0,4.0,1.6,3.0,11.5,25.6,64,1,1,200
667,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4300U,Launched,2013,22.0,281.0,2.0,4.0,1.9,3.0,15.0,25.6,64,1,1,200
668,4th Generation Intel® Core™ i5 Processors,Mobile,i5-4300M,Launched,2013,22.0,226.0,2.0,4.0,2.6,3.0,37.0,25.6,64,1,1,400
669,4th Generation Intel® Core™ i5 Processors,Embedded,i5-4400E,Launched,2013,22.0,266.0,2.0,4.0,2.7,3.0,37.0,25.59999999999994,64,1,1,400
670,4th Generation Intel® Core™ i5 Processors,Embedded,i5-4402E,Launched,2013,22.0,266.0,2.0,4.0,1.6,3.0,25.0,25.59999999999995,64,1,1,400
671,4th Generation Intel® Core™ i5 Processors,Embedded,i5-4402EC,Launched,2014,22.0,324.0,2.0,4.0,2.5,4.0,27.0,25.6,64,1,1,0
672,4th Generation Intel® Core™ i5 Processors,Embedded,i5-4410E,Launched,2014,22.0,266.0,2.0,4.0,2.9,3.0,37.0,25.6,64,1,1,400
673,4th Generation Intel® Core™ i5 Processors,Embedded,i5-4422E,Launched,2014,22.0,266.0,2.0,4.0,1.8,3.0,25.0,25.6,64,1,1,400
674,4th Generation Intel® Core™ i5 Processors,Desktop,i5-4590T,Launched,2014,22.0,192.0,4.0,4.0,2.0,6.0,35.0,25.6,64,0,1,350
675,4th Generation Intel® Core™ i5 Processors,Desktop,i5-4590S,Launched,2014,22.0,197.0,4.0,4.0,3.0,6.0,65.0,25.6,64,0,1,350
676,4th Generation Intel® Core™ i5 Processors,Embedded,i5-4570TE,Launched,2013,22.0,192.0,2.0,4.0,2.7,4.0,35.0,25.6,64,1,1,350
677,4th Generation Intel® Core™ i5 Processors,Desktop,i5-4570S,Launched,2013,22.0,193.5,4.0,4.0,2.9,6.0,65.0,25.6,64,0,1,350
678,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4030U,Launched,2014,22.0,281.0,2.0,4.0,1.9,3.0,15.0,25.6,64,1,1,200
679,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4025U,Launched,2014,22.0,275.0,2.0,4.0,1.9,3.0,15.0,25.6,64,1,1,200
680,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4020Y,Launched,2013,22.0,281.0,2.0,4.0,1.5,3.0,11.5,25.6,64,1,1,200
681,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4012Y,Launched,2013,22.0,281.0,2.0,4.0,1.5,3.0,11.5,25.6,64,1,1,200
682,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4010Y,Launched,2013,22.0,281.0,2.0,4.0,1.3,3.0,11.5,25.6,64,1,1,200
683,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4010U,Launched,2013,22.0,281.0,2.0,4.0,1.7,3.0,15.0,25.6,64,1,1,200
684,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4005U,Launched,2013,22.0,275.0,2.0,4.0,1.7,3.0,15.0,25.6,64,1,1,200
685,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4000M,Launched,2013,22.0,225.0,2.0,4.0,2.4,3.0,37.0,25.6,64,1,1,400
686,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4158U,Launched,2013,22.0,315.0,2.0,4.0,2.0,3.0,28.0,25.6,64,1,1,200
687,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4120U,Launched,2014,22.0,281.0,2.0,4.0,2.0,3.0,15.0,25.6,64,1,1,200
688,4th Generation Intel® Core™ i3 Processors,Embedded,i3-4112E,Launched,2014,22.0,225.0,2.0,4.0,1.8,3.0,25.0,25.6,64,1,1,400
689,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4110M,Launched,2014,22.0,225.0,2.0,4.0,2.6,3.0,37.0,25.6,64,1,1,400
690,4th Generation Intel® Core™ i3 Processors,Embedded,i3-4110E,Launched,2014,22.0,225.0,2.0,4.0,2.6,3.0,37.0,25.6,64,1,1,400
691,4th Generation Intel® Core™ i3 Processors,Embedded,i3-4102E,Launched,2013,22.0,225.0,2.0,4.0,1.6,3.0,25.0,25.6,64,1,1,400
692,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4100M,Launched,2013,22.0,225.0,2.0,4.0,2.5,3.0,37.0,25.6,64,1,1,400
693,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4100U,Launched,2013,22.0,281.0,2.0,4.0,1.8,3.0,15.0,25.6,64,1,1,200
694,4th Generation Intel® Core™ i3 Processors,Embedded,i3-4100E,Launched,2013,22.0,225.0,2.0,4.0,2.4,3.0,37.0,25.6,64,1,1,400
695,4th Generation Intel® Core™ i3 Processors,Desktop,i3-4360,Launched,2014,22.0,142.5,2.0,4.0,3.7,4.0,54.0,25.6,64,1,1,350
696,4th Generation Intel® Core™ i3 Processors,Desktop,i3-4350T,Launched,2014,22.0,138.0,2.0,4.0,3.1,4.0,35.0,25.6,64,1,1,200
697,4th Generation Intel® Core™ i3 Processors,Embedded,i3-4330TE,Launched,2013,22.0,122.0,2.0,4.0,2.4,4.0,35.0,25.6,64,1,1,350
698,4th Generation Intel® Core™ i3 Processors,Embedded,i3-4340TE,Launched,2014,22.0,138.0,2.0,4.0,2.6,4.0,35.0,25.6,64,1,1,350
699,4th Generation Intel® Core™ i3 Processors,Desktop,i3-4330,Launched,2013,22.0,142.5,2.0,4.0,3.5,4.0,54.0,25.6,64,1,1,350
700,Legacy Intel® Core™ Processors,Embedded,i5-520E,Launched,2010,32.0,210.0,2.0,4.0,2.4,3.0,35.0,17.1,64,1,1,500
701,Legacy Intel® Core™ Processors,Embedded,i7-620LE,Launched,2010,32.0,247.0,2.0,4.0,2.0,4.0,25.0,17.1,64,1,1,266
702,Legacy Intel® Core™ Processors,Embedded,i7-620UE,Launched,2010,32.0,248.0,2.0,4.0,1.06,4.0,18.0,12.8,64,1,1,166
703,Legacy Intel® Core™ Processors,Embedded,i3-2115C,Launched,2012,32.0,293.0,2.0,4.0,2.0,3.0,25.0,21.3,64,1,1,0
704,Legacy Intel® Core™ Processors,Desktop,i3-2120,Launched,2011,32.0,115.0,2.0,4.0,3.3,3.0,65.0,21.0,64,1,1,850
705,Legacy Intel® Core™ Processors,Mobile,i3-2310M,Launched,2011,32.0,194.98,2.0,4.0,2.1,3.0,35.0,21.3,64,1,1,650
706,Legacy Intel® Core™ Processors,Embedded,i3-2310E,Launched,2011,32.0,187.0,2.0,4.0,2.1,3.0,35.0,21.3,64,1,1,650
707,Legacy Intel® Core™ Processors,Mobile,i3-2312M,Launched,2011,32.0,194.98,2.0,4.0,2.1,3.0,35.0,21.3,64,1,1,650
708,Legacy Intel® Core™ Processors,Mobile,i3-2328M,Launched,2012,32.0,194.78,2.0,4.0,2.2,3.0,35.0,21.3,64,1,1,650
709,Legacy Intel® Core™ Processors,Mobile,i3-2330M,Launched,2011,32.0,194.64,2.0,4.0,2.2,3.0,35.0,21.3,64,1,1,650
710,Legacy Intel® Core™ Processors,Mobile,i3-2330E,Launched,2011,32.0,187.0,2.0,4.0,2.2,3.0,35.0,21.3,64,1,1,650
711,Legacy Intel® Core™ Processors,Embedded,i3-2340UE,Launched,2011,32.0,209.0,2.0,4.0,1.3,3.0,17.0,21.3,64,1,1,350
712,Legacy Intel® Core™ Processors,Mobile,i3-2348M,Launched,2013,32.0,197.1,2.0,4.0,2.3,3.0,35.0,21.3,64,1,1,650
713,Legacy Intel® Core™ Processors,Mobile,i3-2350M,Launched,2011,32.0,199.82,2.0,4.0,2.3,3.0,35.0,21.3,64,1,1,650
714,Legacy Intel® Core™ Processors,Mobile,i3-2357M,Launched,2011,32.0,219.62,2.0,4.0,1.3,3.0,17.0,21.3,64,1,1,350
715,Legacy Intel® Core™ Processors,Mobile,i3-2365M,Launched,2012,32.0,245.24,2.0,4.0,1.4,3.0,17.0,21.299999999999972,64,1,1,350
716,Legacy Intel® Core™ Processors,Mobile,i3-2367M,Launched,2011,32.0,250.0,2.0,4.0,1.4,3.0,17.0,21.299999999999972,64,1,1,350
717,Legacy Intel® Core™ Processors,Mobile,i3-2370M,Launched,2012,32.0,210.2,2.0,4.0,2.4,3.0,35.0,21.3,64,1,1,650
718,Legacy Intel® Core™ Processors,Mobile,i3-2375M,Launched,2013,32.0,249.28,2.0,4.0,1.5,3.0,17.0,21.299999999999972,64,1,1,350
719,Legacy Intel® Core™ Processors,Mobile,i3-2377M,Launched,2012,32.0,247.85,2.0,4.0,1.5,3.0,17.0,21.299999999999972,64,1,1,350
720,Legacy Intel® Core™ Processors,Desktop,i5-2400,Launched,2011,32.0,174.0,4.0,4.0,3.1,6.0,95.0,21.0,64,0,1,850
721,Legacy Intel® Core™ Processors,Mobile,i5-2410M,Launched,2011,32.0,199.82,2.0,4.0,2.3,3.0,35.0,21.3,64,1,1,650
722,Legacy Intel® Core™ Processors,Mobile,i5-2430M,Launched,2011,32.0,211.71,2.0,4.0,2.4,3.0,35.0,21.3,64,1,1,650
723,Legacy Intel® Core™ Processors,Mobile,i5-2450M,Launched,2012,32.0,237.36,2.0,4.0,2.5,3.0,35.0,21.3,64,1,1,650
724,Legacy Intel® Core™ Processors,Mobile,i5-2435M,Launched,2011,32.0,211.71,2.0,4.0,2.4,3.0,35.0,21.3,64,1,1,650
725,Legacy Intel® Core™ Processors,Mobile,i5-2467M,Launched,2011,32.0,226.37,2.0,4.0,1.6,3.0,17.0,21.3,64,1,1,350
726,Legacy Intel® Core™ Processors,Mobile,i5-2510E,Launched,2011,32.0,236.0,2.0,4.0,2.5,3.0,35.0,21.3,64,1,1,650
727,Legacy Intel® Core™ Processors,Embedded,i5-2515E,Launched,2011,32.0,250.0,2.0,4.0,2.5,3.0,35.0,21.3,64,1,1,650
728,Legacy Intel® Core™ Processors,Mobile,i5-2520M,Launched,2011,32.0,241.63,2.0,4.0,2.5,3.0,35.0,21.3,64,1,1,650
729,Legacy Intel® Core™ Processors,Mobile,i5-2540M,Launched,2011,32.0,269.0,2.0,4.0,2.6,3.0,35.0,21.3,64,1,1,650
730,Legacy Intel® Core™ Processors,Mobile,i5-2537M,Launched,2011,32.0,221.67,2.0,4.0,1.4,3.0,17.0,21.3,64,1,1,350
731,Legacy Intel® Core™ Processors,Desktop,i7-2600,Launched,2011,32.0,261.0,4.0,8.0,3.4,8.0,95.0,21.0,64,1,1,850
732,Legacy Intel® Core™ Processors,Mobile,i5-2557M,Launched,2011,32.0,228.07,2.0,4.0,1.7,3.0,17.0,21.3,64,1,1,350
733,Legacy Intel® Core™ Processors,Embedded,i7-2610UE,Launched,2011,32.0,280.0,2.0,4.0,1.5,4.0,17.0,21.34299999999998,64,1,1,350
734,Legacy Intel® Core™ Processors,Mobile,i7-2617M,Launched,2011,32.0,273.11,2.0,4.0,1.5,4.0,17.0,21.3,64,1,1,350
735,Legacy Intel® Core™ Processors,Mobile,i7-2620M,Launched,2011,32.0,226.67,2.0,4.0,2.7,4.0,35.0,21.3,64,1,1,650
736,Legacy Intel® Core™ Processors,Mobile,i7-2630QM,Launched,2011,32.0,389.91,4.0,8.0,2.0,6.0,45.0,21.3,64,1,1,650
737,Legacy Intel® Core™ Processors,Mobile,i7-2629M,Launched,2011,32.0,279.7,2.0,4.0,2.1,4.0,25.0,21.3,64,1,1,500
738,Legacy Intel® Core™ Processors,Mobile,i7-2635QM,Launched,2011,32.0,389.91,4.0,8.0,2.0,6.0,45.0,21.3,64,1,1,650
739,Legacy Intel® Core™ Processors,Mobile,i7-2637M,Launched,2011,32.0,273.46,2.0,4.0,1.7,4.0,17.0,21.3,64,1,1,350
740,Legacy Intel® Core™ Processors,Mobile,i7-2640M,Launched,2011,32.0,233.25,2.0,4.0,2.8,4.0,35.0,21.3,64,1,1,650
741,Legacy Intel® Core™ Processors,Mobile,i7-2649M,Launched,2011,32.0,281.71,2.0,4.0,2.3,4.0,25.0,21.3,64,1,1,500
742,Legacy Intel® Core™ Processors,Embedded,i7-2655LE,Launched,2011,32.0,306.0,2.0,4.0,2.2,4.0,25.0,21.299999999999976,64,1,1,650
743,Legacy Intel® Core™ Processors,Mobile,i7-2657M,Launched,2011,32.0,273.09,2.0,4.0,1.6,4.0,17.0,21.3,64,1,1,350
744,Legacy Intel® Core™ Processors,Mobile,i7-2675QM,Launched,2011,32.0,385.3,4.0,8.0,2.2,6.0,45.0,21.3,64,1,1,650
745,Legacy Intel® Core™ Processors,Mobile,i7-2670QM,Launched,2011,32.0,385.3,4.0,8.0,2.2,6.0,45.0,21.3,64,1,1,650
746,Legacy Intel® Core™ Processors,Mobile,i7-2677M,Launched,2011,32.0,274.96,2.0,4.0,1.8,4.0,17.0,21.3,64,1,1,350
747,Legacy Intel® Core™ Processors,Embedded,i7-2715QE,Launched,2011,32.0,295.0,4.0,8.0,2.1,6.0,45.0,21.67199999999998,64,1,1,650
748,Legacy Intel® Core™ Processors,Mobile,i7-2710QE,Launched,2011,32.0,295.0,4.0,8.0,2.1,6.0,45.0,21.67199999999998,64,1,1,650
749,Legacy Intel® Core™ Processors,Mobile,i7-2720QM,Launched,2011,32.0,406.07,4.0,8.0,2.2,6.0,45.0,25.6,64,1,1,650
750,Legacy Intel® Core™ Processors,Mobile,i7-2760QM,Launched,2011,32.0,378.0,4.0,8.0,2.4,6.0,45.0,25.6,64,1,1,650
751,Legacy Intel® Core™ Processors,Mobile,i7-2860QM,Launched,2011,32.0,568.0,4.0,8.0,2.5,8.0,45.0,25.6,64,1,1,650
752,Legacy Intel® Core™ Processors,Mobile,i7-2820QM,Launched,2011,32.0,570.0,4.0,8.0,2.3,8.0,45.0,25.6,64,1,1,650
753,Legacy Intel® Core™ Processors,Mobile,i3-3110M,Launched,2012,22.0,225.0,2.0,4.0,2.4,3.0,35.0,25.6,64,1,1,650
754,Legacy Intel® Core™ Processors,Embedded,i3-3115C,Launched,2013,22.0,293.0,2.0,4.0,2.5,4.0,25.0,21.3,64,1,1,0
755,Legacy Intel® Core™ Processors,Mobile,i3-3120M,Launched,2012,22.0,225.0,2.0,4.0,2.5,3.0,35.0,25.6,64,1,1,650
756,Legacy Intel® Core™ Processors,Embedded,i3-3120ME,Launched,2012,22.0,199.0,2.0,4.0,2.4,3.0,35.0,25.6,64,1,1,650
757,Legacy Intel® Core™ Processors,Mobile,i3-3130M,Launched,2013,22.0,224.62,2.0,4.0,2.6,3.0,35.0,25.6,64,1,1,650
758,Legacy Intel® Core™ Processors,Mobile,i3-3217U,Launched,2012,22.0,225.0,2.0,4.0,1.8,3.0,17.0,25.6,64,1,1,350
759,Legacy Intel® Core™ Processors,Embedded,i3-3217UE,Launched,2012,22.0,221.0,2.0,4.0,1.6,3.0,17.0,25.6,64,1,1,350
760,Legacy Intel® Core™ Processors,Desktop,i3-3220,Launched,2012,22.0,114.5,2.0,4.0,3.3,3.0,55.0,25.6,64,1,1,650
761,Legacy Intel® Core™ Processors,Desktop,i3-3220T,Launched,2012,22.0,117.0,2.0,4.0,2.8,3.0,35.0,25.6,64,1,1,650
762,Legacy Intel® Core™ Processors,Mobile,i3-3227U,Launched,2013,22.0,225.0,2.0,4.0,1.9,3.0,17.0,25.6,64,1,1,350
763,Legacy Intel® Core™ Processors,Desktop,i3-3240,Launched,2012,22.0,117.0,2.0,4.0,3.4,3.0,55.0,25.6,64,1,1,650
764,Legacy Intel® Core™ Processors,Mobile,i3-3229Y,Launched,2013,22.0,286.1,2.0,4.0,1.4,3.0,13.0,25.6,64,1,1,350
765,Legacy Intel® Core™ Processors,Desktop,i3-3240T,Launched,2012,22.0,117.0,2.0,4.0,2.9,3.0,35.0,25.6,64,1,1,650
766,Legacy Intel® Core™ Processors,Desktop,i3-3250,Launched,2013,22.0,117.0,2.0,4.0,3.5,3.0,55.0,25.6,64,1,1,650
767,Legacy Intel® Core™ Processors,Mobile,i5-3210M,Launched,2012,22.0,225.0,2.0,4.0,2.5,3.0,35.0,25.6,64,1,1,650
768,Legacy Intel® Core™ Processors,Desktop,i3-3250T,Launched,2013,22.0,117.0,2.0,4.0,3.0,3.0,35.0,25.6,64,1,1,650
769,Legacy Intel® Core™ Processors,Mobile,i5-3230M,Launched,2013,22.0,224.62,2.0,4.0,2.6,3.0,35.0,25.6,64,1,1,650
770,Legacy Intel® Core™ Processors,Mobile,i5-3230M,Launched,2013,22.0,225.0,2.0,4.0,2.6,3.0,35.0,25.6,64,1,1,650
771,Legacy Intel® Core™ Processors,Mobile,i5-3317U,Launched,2012,22.0,225.0,2.0,4.0,1.7,3.0,17.0,25.6,64,1,1,350
772,Legacy Intel® Core™ Processors,Mobile,i5-3320M,Launched,2012,22.0,226.0,2.0,4.0,2.6,3.0,35.0,25.6,64,1,1,650
773,Legacy Intel® Core™ Processors,Mobile,i5-3210M,Launched,2012,22.0,225.0,2.0,4.0,2.5,3.0,35.0,25.6,64,1,1,650
774,Legacy Intel® Core™ Processors,Mobile,i5-3337U,Launched,2013,22.0,225.0,2.0,4.0,1.8,3.0,17.0,25.6,64,1,1,350
775,Legacy Intel® Core™ Processors,Mobile,i5-3339Y,Launched,2013,22.0,281.0,2.0,4.0,1.5,3.0,13.0,25.6,64,1,1,350
776,Legacy Intel® Core™ Processors,Mobile,i5-3340M,Launched,2013,22.0,226.0,2.0,4.0,2.7,3.0,35.0,25.6,64,1,1,650
777,Legacy Intel® Core™ Processors,Mobile,i5-3360M,Launched,2012,22.0,267.5,2.0,4.0,2.8,3.0,35.0,25.6,64,1,1,650
778,Legacy Intel® Core™ Processors,Mobile,i5-3427U,Launched,2012,22.0,225.0,2.0,4.0,1.8,3.0,17.0,25.6,64,1,1,350
779,Legacy Intel® Core™ Processors,Mobile,i5-3380M,Launched,2013,22.0,267.5,2.0,4.0,2.9,3.0,35.0,25.6,64,1,1,650
780,Legacy Intel® Core™ Processors,Mobile,i5-3437U,Launched,2013,22.0,226.55,2.0,4.0,1.9,3.0,17.0,25.6,64,1,1,650
781,Legacy Intel® Core™ Processors,Mobile,i5-3439Y,Launched,2013,22.0,281.0,2.0,4.0,1.5,3.0,13.0,25.6,64,1,1,350
782,Legacy Intel® Core™ Processors,Desktop,i5-3470,Launched,2012,22.0,189.5,4.0,4.0,3.2,6.0,77.0,25.6,64,0,1,650
783,Legacy Intel® Core™ Processors,Desktop,i5-3550S,Launched,2012,22.0,197.0,4.0,4.0,3.0,6.0,65.0,25.6,64,0,1,650
784,Legacy Intel® Core™ Processors,Embedded,i5-3610ME,Launched,2012,22.0,235.0,2.0,4.0,2.7,3.0,35.0,25.6,64,1,1,650
785,Legacy Intel® Core™ Processors,Mobile,i7-3517U,Launched,2012,22.0,323.76,2.0,4.0,1.9,4.0,17.0,25.6,64,1,1,350
786,Legacy Intel® Core™ Processors,Mobile,i7-3520M,Launched,2012,22.0,346.0,2.0,4.0,2.9,4.0,35.0,25.6,64,1,1,650
787,Legacy Intel® Core™ Processors,Embedded,i7-3517UE,Launched,2012,22.0,280.0,2.0,4.0,1.7,4.0,17.0,25.6,64,1,1,350
788,Legacy Intel® Core™ Processors,Mobile,i7-3537U,Launched,2013,22.0,346.0,2.0,4.0,2.0,4.0,17.0,25.6,64,1,1,350
789,Legacy Intel® Core™ Processors,Mobile,i7-3540M,Launched,2013,22.0,346.0,2.0,4.0,3.0,4.0,35.0,25.6,64,1,1,650
790,Legacy Intel® Core™ Processors,Embedded,i7-3555LE,Launched,2012,22.0,306.0,2.0,4.0,2.5,4.0,25.0,25.6,64,1,1,550
791,Legacy Intel® Core™ Processors,Embedded,i7-3610QE,Launched,2012,22.0,335.0,4.0,8.0,2.3,6.0,45.0,25.6,64,1,1,650
792,Legacy Intel® Core™ Processors,Mobile,i7-3610QM,Launched,2012,22.0,378.0,4.0,8.0,2.3,6.0,45.0,25.6,64,1,1,650
793,Legacy Intel® Core™ Processors,Mobile,i7-3612QM,Launched,2012,22.0,378.0,4.0,8.0,2.1,6.0,35.0,25.6,64,1,1,650
